class,class_label,anomaly_score,is_anomaly,hybrid_alert
1,Single failure,0.024379956466194397,0,KNOWN_ATTACK
1,Single failure,0.024379956466194397,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.10422060967957658,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.3320002892968889,0,KNOWN_ATTACK
1,Single failure,0.3320002892968889,0,KNOWN_ATTACK
1,Single failure,0.3320002892968889,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.16189783810208502,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.13152148484659942,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
1,Single failure,0.1328704468907621,0,KNOWN_ATTACK
